,id,task_id,user_id,mosquito_question_response,tiger_question_response,site_question_response,version_UUID,tiger_certainty_category,expert_id,site_certainty_category,photo,category_id
3509,3036,333,15,mosquito-no,undefined,site-unknown,64b58ded-314e-43ba-aa0c-de7921f0b2eb,,24,,tigapics/0757b68f-4923-4b56-9144-013402278c3f.jpg,
3510,3037,334,15,mosquito-no,undefined,site-unknown,7879b2f8-9446-4b7f-af6b-44eb29a6416b,,24,,tigapics/d49d12ba-d9bb-489e-ac94-635595ac317c.jpg,
3511,3038,335,15,mosquito-no,undefined,site-unknown,29a6196f-1a5b-428e-b5a4-0f66d8f60776,,24,,tigapics/5da816ad-4b76-402d-86fa-1cfdb4cbbbd3.jpg,
3512,3041,658,10,mosquito-yes,tiger-yes,site-no,5f70b7ba-1379-4377-abf3-ec0eb5316ca5,1.0,25,,tigapics/7f061ec9-ea14-4e07-8d43-39194c812709.jpg,4.0
3513,3041,658,10,mosquito-yes,tiger-yes,site-no,5f70b7ba-1379-4377-abf3-ec0eb5316ca5,0.0,31,,tigapics/7f061ec9-ea14-4e07-8d43-39194c812709.jpg,9.0
3514,3041,658,10,mosquito-yes,tiger-yes,site-no,5f70b7ba-1379-4377-abf3-ec0eb5316ca5,0.0,17,,tigapics/7f061ec9-ea14-4e07-8d43-39194c812709.jpg,9.0
3515,3041,658,10,mosquito-yes,tiger-yes,site-no,5f70b7ba-1379-4377-abf3-ec0eb5316ca5,1.0,18,,tigapics/7f061ec9-ea14-4e07-8d43-39194c812709.jpg,4.0
3516,3044,339,15,mosquito-yes,tiger-yes,site-no,61342f46-e74e-4982-893a-46bbd103b0f0,,25,,tigapics/c87d6a33-c443-4bca-9273-72e2e4b6901e.png,
3517,3044,339,15,mosquito-yes,tiger-yes,site-no,61342f46-e74e-4982-893a-46bbd103b0f0,1.0,31,,tigapics/c87d6a33-c443-4bca-9273-72e2e4b6901e.png,4.0
3518,3044,339,15,mosquito-yes,tiger-yes,site-no,61342f46-e74e-4982-893a-46bbd103b0f0,0.0,17,,tigapics/c87d6a33-c443-4bca-9273-72e2e4b6901e.png,9.0
3519,3044,339,15,mosquito-yes,tiger-yes,site-no,61342f46-e74e-4982-893a-46bbd103b0f0,1.0,18,,tigapics/c87d6a33-c443-4bca-9273-72e2e4b6901e.png,4.0
3520,3045,340,15,mosquito-yes,tiger-yes,site-no,AA236FFE-2372-465E-AAE9-66008E7E1A5E,0.0,25,,tigapics/e1db1f9e-edd0-47b5-b547-0e4c5308fd8e.jpg,9.0
3521,3045,340,15,mosquito-yes,tiger-yes,site-no,AA236FFE-2372-465E-AAE9-66008E7E1A5E,0.0,31,,tigapics/e1db1f9e-edd0-47b5-b547-0e4c5308fd8e.jpg,9.0
3522,3045,340,15,mosquito-yes,tiger-yes,site-no,AA236FFE-2372-465E-AAE9-66008E7E1A5E,0.0,17,,tigapics/e1db1f9e-edd0-47b5-b547-0e4c5308fd8e.jpg,9.0
3523,3045,340,15,mosquito-yes,tiger-yes,site-no,AA236FFE-2372-465E-AAE9-66008E7E1A5E,1.0,18,,tigapics/e1db1f9e-edd0-47b5-b547-0e4c5308fd8e.jpg,4.0
3524,3056,359,15,mosquito-no,undefined,site-no,169605b8-29a5-47cb-9b01-de7cb1b4e946,0.0,25,,tigapics/23ae7ddb-fbaa-4382-b0b4-4b4b3a550005.jpg,9.0
3525,3056,359,15,mosquito-no,undefined,site-no,169605b8-29a5-47cb-9b01-de7cb1b4e946,0.0,31,,tigapics/23ae7ddb-fbaa-4382-b0b4-4b4b3a550005.jpg,9.0
3526,3056,359,15,mosquito-no,undefined,site-no,169605b8-29a5-47cb-9b01-de7cb1b4e946,0.0,17,,tigapics/23ae7ddb-fbaa-4382-b0b4-4b4b3a550005.jpg,9.0
3527,3056,359,15,mosquito-no,undefined,site-no,169605b8-29a5-47cb-9b01-de7cb1b4e946,1.0,18,,tigapics/23ae7ddb-fbaa-4382-b0b4-4b4b3a550005.jpg,4.0
3528,3057,360,15,mosquito-yes,tiger-unknown,site-no,169605b8-29a5-47cb-9b01-de7cb1b4e946,0.0,25,,tigapics/564fae74-95f2-4936-9375-701ae1df84ca.jpg,9.0
3529,3057,360,15,mosquito-yes,tiger-unknown,site-no,169605b8-29a5-47cb-9b01-de7cb1b4e946,0.0,31,,tigapics/564fae74-95f2-4936-9375-701ae1df84ca.jpg,9.0
3530,3057,360,15,mosquito-yes,tiger-unknown,site-no,169605b8-29a5-47cb-9b01-de7cb1b4e946,0.0,17,,tigapics/564fae74-95f2-4936-9375-701ae1df84ca.jpg,9.0
3531,3057,360,15,mosquito-yes,tiger-unknown,site-no,169605b8-29a5-47cb-9b01-de7cb1b4e946,1.0,18,,tigapics/564fae74-95f2-4936-9375-701ae1df84ca.jpg,4.0
3532,3058,361,15,mosquito-yes,tiger-unknown,site-no,169605b8-29a5-47cb-9b01-de7cb1b4e946,0.0,25,,tigapics/2b51a1cc-7562-4fe4-bd78-89e762fd02c2.jpg,9.0
3533,3058,361,15,mosquito-yes,tiger-unknown,site-no,169605b8-29a5-47cb-9b01-de7cb1b4e946,0.0,31,,tigapics/2b51a1cc-7562-4fe4-bd78-89e762fd02c2.jpg,9.0
3534,3058,361,15,mosquito-yes,tiger-unknown,site-no,169605b8-29a5-47cb-9b01-de7cb1b4e946,0.0,17,,tigapics/2b51a1cc-7562-4fe4-bd78-89e762fd02c2.jpg,9.0
3535,3058,361,15,mosquito-yes,tiger-unknown,site-no,169605b8-29a5-47cb-9b01-de7cb1b4e946,1.0,18,,tigapics/2b51a1cc-7562-4fe4-bd78-89e762fd02c2.jpg,4.0
3536,3059,362,15,mosquito-yes,tiger-yes,site-yes,d82e2514-3515-4d5b-96c5-d1dd7d0a7bfd,,25,,tigapics/3f5c0f87-92b3-4e82-a5aa-b661be3a7731.jpg,
3537,3059,362,15,mosquito-yes,tiger-yes,site-yes,d82e2514-3515-4d5b-96c5-d1dd7d0a7bfd,1.0,31,,tigapics/3f5c0f87-92b3-4e82-a5aa-b661be3a7731.jpg,4.0
3538,3059,362,15,mosquito-yes,tiger-yes,site-yes,d82e2514-3515-4d5b-96c5-d1dd7d0a7bfd,1.0,18,,tigapics/3f5c0f87-92b3-4e82-a5aa-b661be3a7731.jpg,4.0
3539,3059,362,15,mosquito-yes,tiger-yes,site-yes,d82e2514-3515-4d5b-96c5-d1dd7d0a7bfd,0.0,17,,tigapics/3f5c0f87-92b3-4e82-a5aa-b661be3a7731.jpg,9.0
3540,3066,369,15,mosquito-yes,tiger-yes,site-no,d917fe6d-2c58-4592-a65a-c2df55be05a2,2.0,31,,tigapics/17841612-34ca-4beb-bf0e-7f7a6a7f7a94.jpg,4.0
3541,3066,369,15,mosquito-yes,tiger-yes,site-no,d917fe6d-2c58-4592-a65a-c2df55be05a2,,25,,tigapics/17841612-34ca-4beb-bf0e-7f7a6a7f7a94.jpg,
3542,3066,369,15,mosquito-yes,tiger-yes,site-no,d917fe6d-2c58-4592-a65a-c2df55be05a2,1.0,18,,tigapics/17841612-34ca-4beb-bf0e-7f7a6a7f7a94.jpg,4.0
3543,3066,369,15,mosquito-yes,tiger-yes,site-no,d917fe6d-2c58-4592-a65a-c2df55be05a2,1.0,17,,tigapics/17841612-34ca-4beb-bf0e-7f7a6a7f7a94.jpg,4.0
3544,3067,370,15,mosquito-unknown,undefined,site-no,3960be6a-5e50-4164-8e28-a02846223536,1.0,25,,tigapics/33f73e77-469c-4636-8fc2-11ab7e1d5cc7.jpg,4.0
3545,3067,370,15,mosquito-unknown,undefined,site-no,3960be6a-5e50-4164-8e28-a02846223536,2.0,31,,tigapics/33f73e77-469c-4636-8fc2-11ab7e1d5cc7.jpg,4.0
3546,3067,370,15,mosquito-unknown,undefined,site-no,3960be6a-5e50-4164-8e28-a02846223536,1.0,17,,tigapics/33f73e77-469c-4636-8fc2-11ab7e1d5cc7.jpg,4.0
3547,3067,370,15,mosquito-unknown,undefined,site-no,3960be6a-5e50-4164-8e28-a02846223536,1.0,18,,tigapics/33f73e77-469c-4636-8fc2-11ab7e1d5cc7.jpg,4.0
3548,3071,374,15,mosquito-yes,tiger-yes,site-no,51048f8d-3da1-4e25-8824-5adaa813c57a,0.0,25,,tigapics/7a649175-aecb-4464-b530-4b49dc0ac055.jpg,9.0
3549,3071,374,15,mosquito-yes,tiger-yes,site-no,51048f8d-3da1-4e25-8824-5adaa813c57a,0.0,31,,tigapics/7a649175-aecb-4464-b530-4b49dc0ac055.jpg,9.0
3550,3071,374,15,mosquito-yes,tiger-yes,site-no,51048f8d-3da1-4e25-8824-5adaa813c57a,0.0,17,,tigapics/7a649175-aecb-4464-b530-4b49dc0ac055.jpg,9.0
3551,3071,374,15,mosquito-yes,tiger-yes,site-no,51048f8d-3da1-4e25-8824-5adaa813c57a,1.0,18,,tigapics/7a649175-aecb-4464-b530-4b49dc0ac055.jpg,4.0
3552,3072,375,15,mosquito-unknown,undefined,site-no,1C9A6725-86CF-4901-9F14-FB0DB7278200,,23,,tigapics/1fb2759f-a058-440c-8031-439163b5548b.jpg,
3553,3072,375,15,mosquito-unknown,undefined,site-no,1C9A6725-86CF-4901-9F14-FB0DB7278200,1.0,22,,tigapics/1fb2759f-a058-440c-8031-439163b5548b.jpg,4.0
3554,3072,375,15,mosquito-unknown,undefined,site-no,1C9A6725-86CF-4901-9F14-FB0DB7278200,1.0,20,,tigapics/1fb2759f-a058-440c-8031-439163b5548b.jpg,4.0
3555,3072,375,15,mosquito-unknown,undefined,site-no,1C9A6725-86CF-4901-9F14-FB0DB7278200,0.0,21,,tigapics/1fb2759f-a058-440c-8031-439163b5548b.jpg,9.0
3556,3074,377,15,mosquito-yes,tiger-yes,site-no,39a6748f-a6d1-4836-adaf-31c7b0eccf20,,25,,tigapics/7394b69d-e040-4f66-8b60-fcc3fb52fee2.jpg,
3557,3074,377,15,mosquito-yes,tiger-yes,site-no,39a6748f-a6d1-4836-adaf-31c7b0eccf20,1.0,31,,tigapics/7394b69d-e040-4f66-8b60-fcc3fb52fee2.jpg,4.0
3558,3074,377,15,mosquito-yes,tiger-yes,site-no,39a6748f-a6d1-4836-adaf-31c7b0eccf20,1.0,17,,tigapics/7394b69d-e040-4f66-8b60-fcc3fb52fee2.jpg,4.0
3559,3074,377,15,mosquito-yes,tiger-yes,site-no,39a6748f-a6d1-4836-adaf-31c7b0eccf20,1.0,18,,tigapics/7394b69d-e040-4f66-8b60-fcc3fb52fee2.jpg,4.0
3560,3075,378,15,mosquito-yes,tiger-unknown,site-no,a79f24df-21b2-4223-a390-d73e827414c8,,25,,tigapics/07baff59-2d86-406d-8578-41965377eb97.jpg,
3561,3075,378,15,mosquito-yes,tiger-unknown,site-no,a79f24df-21b2-4223-a390-d73e827414c8,0.0,31,,tigapics/07baff59-2d86-406d-8578-41965377eb97.jpg,9.0
3562,3075,378,15,mosquito-yes,tiger-unknown,site-no,a79f24df-21b2-4223-a390-d73e827414c8,1.0,17,,tigapics/07baff59-2d86-406d-8578-41965377eb97.jpg,4.0
3563,3075,378,15,mosquito-yes,tiger-unknown,site-no,a79f24df-21b2-4223-a390-d73e827414c8,2.0,18,,tigapics/07baff59-2d86-406d-8578-41965377eb97.jpg,4.0
3564,3078,381,15,mosquito-yes,tiger-yes,site-no,a7df9265-6aeb-43c2-bbc7-49bd9b3dcc9e,-2.0,31,,tigapics/63b089bb-d048-475d-b417-b0d9b96708fa.jpg,2.0
3565,3078,381,15,mosquito-yes,tiger-yes,site-no,a7df9265-6aeb-43c2-bbc7-49bd9b3dcc9e,0.0,25,,tigapics/63b089bb-d048-475d-b417-b0d9b96708fa.jpg,9.0
3566,3078,381,15,mosquito-yes,tiger-yes,site-no,a7df9265-6aeb-43c2-bbc7-49bd9b3dcc9e,1.0,18,,tigapics/63b089bb-d048-475d-b417-b0d9b96708fa.jpg,4.0
3567,3078,381,15,mosquito-yes,tiger-yes,site-no,a7df9265-6aeb-43c2-bbc7-49bd9b3dcc9e,0.0,17,,tigapics/63b089bb-d048-475d-b417-b0d9b96708fa.jpg,9.0
3568,3079,382,15,mosquito-yes,tiger-yes,site-no,4cbe6d8a-2002-4f7b-801e-83ffa27e50ef,,25,,tigapics/cba7076d-6082-4d8c-a190-bc304bff7f11.jpg,
3569,3079,382,15,mosquito-yes,tiger-yes,site-no,4cbe6d8a-2002-4f7b-801e-83ffa27e50ef,1.0,31,,tigapics/cba7076d-6082-4d8c-a190-bc304bff7f11.jpg,4.0
3570,3079,382,15,mosquito-yes,tiger-yes,site-no,4cbe6d8a-2002-4f7b-801e-83ffa27e50ef,0.0,17,,tigapics/cba7076d-6082-4d8c-a190-bc304bff7f11.jpg,9.0
3571,3079,382,15,mosquito-yes,tiger-yes,site-no,4cbe6d8a-2002-4f7b-801e-83ffa27e50ef,2.0,18,,tigapics/cba7076d-6082-4d8c-a190-bc304bff7f11.jpg,4.0
3572,3080,383,15,mosquito-no,undefined,site-no,4a1a66c9-3cb2-4aaa-bd2a-8a6812e36e7b,0.0,25,,tigapics/bccfb7b9-3d35-4f68-bb8b-5ced24f34b2f.jpg,9.0
3573,3080,383,15,mosquito-no,undefined,site-no,4a1a66c9-3cb2-4aaa-bd2a-8a6812e36e7b,0.0,31,,tigapics/bccfb7b9-3d35-4f68-bb8b-5ced24f34b2f.jpg,9.0
3574,3080,383,15,mosquito-no,undefined,site-no,4a1a66c9-3cb2-4aaa-bd2a-8a6812e36e7b,0.0,17,,tigapics/bccfb7b9-3d35-4f68-bb8b-5ced24f34b2f.jpg,9.0
3575,3080,383,15,mosquito-no,undefined,site-no,4a1a66c9-3cb2-4aaa-bd2a-8a6812e36e7b,1.0,18,,tigapics/bccfb7b9-3d35-4f68-bb8b-5ced24f34b2f.jpg,4.0
3576,3081,384,15,mosquito-yes,tiger-unknown,site-no,4a1a66c9-3cb2-4aaa-bd2a-8a6812e36e7b,0.0,25,,tigapics/d65c32ac-17fd-4386-b3c2-18756a62f911.jpg,9.0
3577,3081,384,15,mosquito-yes,tiger-unknown,site-no,4a1a66c9-3cb2-4aaa-bd2a-8a6812e36e7b,0.0,31,,tigapics/d65c32ac-17fd-4386-b3c2-18756a62f911.jpg,9.0
3578,3081,384,15,mosquito-yes,tiger-unknown,site-no,4a1a66c9-3cb2-4aaa-bd2a-8a6812e36e7b,0.0,17,,tigapics/d65c32ac-17fd-4386-b3c2-18756a62f911.jpg,9.0
3579,3081,384,15,mosquito-yes,tiger-unknown,site-no,4a1a66c9-3cb2-4aaa-bd2a-8a6812e36e7b,1.0,18,,tigapics/d65c32ac-17fd-4386-b3c2-18756a62f911.jpg,4.0
3580,3082,385,15,mosquito-yes,tiger-unknown,site-no,4a1a66c9-3cb2-4aaa-bd2a-8a6812e36e7b,0.0,25,,tigapics/e3e154d3-38d0-4197-aec5-ffcb8a0b6d4f.jpg,9.0
3581,3082,385,15,mosquito-yes,tiger-unknown,site-no,4a1a66c9-3cb2-4aaa-bd2a-8a6812e36e7b,0.0,31,,tigapics/e3e154d3-38d0-4197-aec5-ffcb8a0b6d4f.jpg,9.0
3582,3082,385,15,mosquito-yes,tiger-unknown,site-no,4a1a66c9-3cb2-4aaa-bd2a-8a6812e36e7b,0.0,17,,tigapics/e3e154d3-38d0-4197-aec5-ffcb8a0b6d4f.jpg,9.0
3583,3082,385,15,mosquito-yes,tiger-unknown,site-no,4a1a66c9-3cb2-4aaa-bd2a-8a6812e36e7b,1.0,18,,tigapics/e3e154d3-38d0-4197-aec5-ffcb8a0b6d4f.jpg,4.0
3584,3083,386,15,mosquito-yes,tiger-unknown,site-no,4a1a66c9-3cb2-4aaa-bd2a-8a6812e36e7b,0.0,25,,tigapics/4e4c5ced-0d48-4863-b513-75c212f7f85f.jpg,9.0
3585,3083,386,15,mosquito-yes,tiger-unknown,site-no,4a1a66c9-3cb2-4aaa-bd2a-8a6812e36e7b,0.0,31,,tigapics/4e4c5ced-0d48-4863-b513-75c212f7f85f.jpg,9.0
3586,3083,386,15,mosquito-yes,tiger-unknown,site-no,4a1a66c9-3cb2-4aaa-bd2a-8a6812e36e7b,0.0,17,,tigapics/4e4c5ced-0d48-4863-b513-75c212f7f85f.jpg,9.0
3587,3083,386,15,mosquito-yes,tiger-unknown,site-no,4a1a66c9-3cb2-4aaa-bd2a-8a6812e36e7b,1.0,18,,tigapics/4e4c5ced-0d48-4863-b513-75c212f7f85f.jpg,4.0
3588,3088,391,15,mosquito-no,undefined,site-no,1BC3C9B0-8509-4718-93D3-F4DBF1BAE636,0.0,25,,tigapics/c43301e3-79d9-456d-938a-e703de07c318.jpg,9.0
3589,3088,391,15,mosquito-no,undefined,site-no,1BC3C9B0-8509-4718-93D3-F4DBF1BAE636,0.0,31,,tigapics/c43301e3-79d9-456d-938a-e703de07c318.jpg,9.0
3590,3088,391,15,mosquito-no,undefined,site-no,1BC3C9B0-8509-4718-93D3-F4DBF1BAE636,0.0,17,,tigapics/c43301e3-79d9-456d-938a-e703de07c318.jpg,9.0
3591,3088,391,15,mosquito-no,undefined,site-no,1BC3C9B0-8509-4718-93D3-F4DBF1BAE636,1.0,18,,tigapics/c43301e3-79d9-456d-938a-e703de07c318.jpg,4.0
3592,3093,396,15,mosquito-no,undefined,site-yes,2c46acb2-2f14-4f7b-b90e-9441be3e6fe3,,24,,tigapics/89f55998-9992-462a-b62d-205855dead98.jpg,
3593,3094,397,15,mosquito-no,undefined,site-yes,3327b037-9795-4d6b-aaf8-8f379973ba55,,24,,tigapics/efb01a78-6826-4d0f-a0f2-338c96c83700.jpg,
3594,3095,398,15,mosquito-no,undefined,site-yes,3327b037-9795-4d6b-aaf8-8f379973ba55,,24,,tigapics/b5bf3a99-3cd7-465c-88a9-0b27983eee75.jpg,
3595,3096,399,15,mosquito-no,undefined,site-yes,ecc2ed5e-039f-4320-91c3-5efc9024d5d6,,24,,tigapics/e47cbd9a-053f-4f4d-8c06-d9cffc4a6993.jpg,
3596,3097,400,15,mosquito-no,tiger-no,site-yes,ecc2ed5e-039f-4320-91c3-5efc9024d5d6,,24,,tigapics/4ce84aea-e648-4395-bd6c-daff68cc6c02.jpg,
3597,3100,445,15,mosquito-no,undefined,site-no,d8a8f9db-347c-46b6-8ed0-07d6f9c17dac,,24,,tigapics/e52366ee-8bbb-4ab2-a451-e28b18faedb5.jpg,
3598,3101,446,15,mosquito-no,undefined,site-unknown,b1cc80fd-b60a-40cd-be1a-f426f68d8469,,24,,tigapics/285a6fe3-6509-498f-8113-e4ceea029e15.jpg,
3599,3102,447,15,mosquito-no,undefined,site-yes,b1cc80fd-b60a-40cd-be1a-f426f68d8469,,24,,tigapics/ba5f271d-1bc1-499f-a97c-91085e1f62a0.jpg,
3600,3114,459,15,mosquito-yes,tiger-unknown,site-no,F986FAB5-345B-47DE-935B-7DCFDA04B771,,25,,tigapics/d404db96-ed8f-44e2-b517-604054baddef.jpg,
3601,3114,459,15,mosquito-yes,tiger-unknown,site-no,F986FAB5-345B-47DE-935B-7DCFDA04B771,1.0,31,,tigapics/d404db96-ed8f-44e2-b517-604054baddef.jpg,4.0
3602,3114,459,15,mosquito-yes,tiger-unknown,site-no,F986FAB5-345B-47DE-935B-7DCFDA04B771,0.0,17,,tigapics/d404db96-ed8f-44e2-b517-604054baddef.jpg,9.0
3603,3114,459,15,mosquito-yes,tiger-unknown,site-no,F986FAB5-345B-47DE-935B-7DCFDA04B771,1.0,18,,tigapics/d404db96-ed8f-44e2-b517-604054baddef.jpg,4.0
3604,3115,460,15,mosquito-yes,tiger-yes,site-no,F986FAB5-345B-47DE-935B-7DCFDA04B771,,25,,tigapics/0d63ba1c-64d1-4601-90a4-29e096b77825.jpg,
3605,3115,460,15,mosquito-yes,tiger-yes,site-no,F986FAB5-345B-47DE-935B-7DCFDA04B771,1.0,31,,tigapics/0d63ba1c-64d1-4601-90a4-29e096b77825.jpg,4.0
3606,3115,460,15,mosquito-yes,tiger-yes,site-no,F986FAB5-345B-47DE-935B-7DCFDA04B771,0.0,17,,tigapics/0d63ba1c-64d1-4601-90a4-29e096b77825.jpg,9.0
3607,3115,460,15,mosquito-yes,tiger-yes,site-no,F986FAB5-345B-47DE-935B-7DCFDA04B771,1.0,18,,tigapics/0d63ba1c-64d1-4601-90a4-29e096b77825.jpg,4.0
3608,3118,463,15,mosquito-no,undefined,site-yes,5f252b13-51eb-4e28-b020-cf1f396e3810,,24,,tigapics/879613dc-be1c-4daa-8133-f879ef1e09e1.jpg,
3609,3119,464,15,mosquito-yes,tiger-unknown,site-no,1d3a6561-5faa-40cd-9af5-105db3d63d53,0.0,31,,tigapics/a9fce6da-467c-4aed-9e65-0b3ddec2eebf.JPG,9.0
3610,3119,464,15,mosquito-yes,tiger-unknown,site-no,1d3a6561-5faa-40cd-9af5-105db3d63d53,0.0,25,,tigapics/a9fce6da-467c-4aed-9e65-0b3ddec2eebf.JPG,9.0
3611,3119,464,15,mosquito-yes,tiger-unknown,site-no,1d3a6561-5faa-40cd-9af5-105db3d63d53,0.0,17,,tigapics/a9fce6da-467c-4aed-9e65-0b3ddec2eebf.JPG,9.0
3612,3119,464,15,mosquito-yes,tiger-unknown,site-no,1d3a6561-5faa-40cd-9af5-105db3d63d53,1.0,18,,tigapics/a9fce6da-467c-4aed-9e65-0b3ddec2eebf.JPG,4.0
3613,3120,465,15,mosquito-yes,tiger-unknown,site-no,f58f8d5b-b4d4-4238-9755-e3e6a8ed15b9,0.0,25,,tigapics/107f7273-40af-493d-bdf2-704da02f8a72.JPG,9.0
3614,3120,465,15,mosquito-yes,tiger-unknown,site-no,f58f8d5b-b4d4-4238-9755-e3e6a8ed15b9,0.0,31,,tigapics/107f7273-40af-493d-bdf2-704da02f8a72.JPG,9.0
3615,3120,465,15,mosquito-yes,tiger-unknown,site-no,f58f8d5b-b4d4-4238-9755-e3e6a8ed15b9,0.0,17,,tigapics/107f7273-40af-493d-bdf2-704da02f8a72.JPG,9.0
3616,3120,465,15,mosquito-yes,tiger-unknown,site-no,f58f8d5b-b4d4-4238-9755-e3e6a8ed15b9,1.0,18,,tigapics/107f7273-40af-493d-bdf2-704da02f8a72.JPG,4.0
3617,3124,469,15,mosquito-yes,tiger-yes,site-no,9ce00ba1-49e6-4935-8544-08647d60fc56,0.0,17,,tigapics/54d96fe7-daf1-40dc-b361-59dc2e9913b0.jpg,9.0
3618,3124,469,15,mosquito-yes,tiger-yes,site-no,9ce00ba1-49e6-4935-8544-08647d60fc56,,25,,tigapics/54d96fe7-daf1-40dc-b361-59dc2e9913b0.jpg,
3619,3124,469,15,mosquito-yes,tiger-yes,site-no,9ce00ba1-49e6-4935-8544-08647d60fc56,1.0,31,,tigapics/54d96fe7-daf1-40dc-b361-59dc2e9913b0.jpg,4.0
3620,3124,469,15,mosquito-yes,tiger-yes,site-no,9ce00ba1-49e6-4935-8544-08647d60fc56,1.0,18,,tigapics/54d96fe7-daf1-40dc-b361-59dc2e9913b0.jpg,4.0
3621,3125,470,15,mosquito-yes,tiger-yes,site-no,4043177a-652c-4a90-927b-babb97829f92,,25,,tigapics/5d049a1f-61f3-4bf0-bc4f-b4d162a04d1f.jpg,
3622,3125,470,15,mosquito-yes,tiger-yes,site-no,4043177a-652c-4a90-927b-babb97829f92,1.0,31,,tigapics/5d049a1f-61f3-4bf0-bc4f-b4d162a04d1f.jpg,4.0
3623,3125,470,15,mosquito-yes,tiger-yes,site-no,4043177a-652c-4a90-927b-babb97829f92,1.0,17,,tigapics/5d049a1f-61f3-4bf0-bc4f-b4d162a04d1f.jpg,4.0
3624,3125,470,15,mosquito-yes,tiger-yes,site-no,4043177a-652c-4a90-927b-babb97829f92,1.0,18,,tigapics/5d049a1f-61f3-4bf0-bc4f-b4d162a04d1f.jpg,4.0
3625,3127,472,15,mosquito-no,undefined,site-yes,e9af2b08-e2bc-4a5e-8bd6-4aad68b14efe,,24,,tigapics/e0ba754c-7ad7-46f3-be4a-fd9e5af6e697.jpg,
3626,3128,473,15,mosquito-yes,tiger-unknown,site-no,d7b2c6e7-6751-4d9e-91cf-ccb3503e3246,,23,,tigapics/060d6ced-9ff9-41f1-a564-daf6b04a12e6.png,
3627,3128,473,15,mosquito-yes,tiger-unknown,site-no,d7b2c6e7-6751-4d9e-91cf-ccb3503e3246,1.0,22,,tigapics/060d6ced-9ff9-41f1-a564-daf6b04a12e6.png,4.0
3628,3128,473,15,mosquito-yes,tiger-unknown,site-no,d7b2c6e7-6751-4d9e-91cf-ccb3503e3246,1.0,20,,tigapics/060d6ced-9ff9-41f1-a564-daf6b04a12e6.png,4.0
3629,3128,473,15,mosquito-yes,tiger-unknown,site-no,d7b2c6e7-6751-4d9e-91cf-ccb3503e3246,1.0,21,,tigapics/060d6ced-9ff9-41f1-a564-daf6b04a12e6.png,4.0
3630,3130,475,15,mosquito-no,undefined,site-no,d47c7c2d-b7c9-45e5-b9fc-ef7ac46fc820,,24,,tigapics/74b63c54-a72a-4fe3-9979-b2aa92f9e56e.jpg,
3631,3131,476,15,mosquito-no,undefined,site-no,d47c7c2d-b7c9-45e5-b9fc-ef7ac46fc820,,24,,tigapics/bd4b617b-bea3-4d4a-a0ed-313300e3b0e0.jpg,
3632,3140,485,15,mosquito-yes,tiger-unknown,site-no,48651d34-b223-4ab5-9b15-129bd67e5634,0.0,25,,tigapics/7855da70-d920-4240-928f-4ba5e757f862.jpg,9.0
3633,3140,485,15,mosquito-yes,tiger-unknown,site-no,48651d34-b223-4ab5-9b15-129bd67e5634,0.0,31,,tigapics/7855da70-d920-4240-928f-4ba5e757f862.jpg,9.0
3634,3140,485,15,mosquito-yes,tiger-unknown,site-no,48651d34-b223-4ab5-9b15-129bd67e5634,0.0,17,,tigapics/7855da70-d920-4240-928f-4ba5e757f862.jpg,9.0
3635,3140,485,15,mosquito-yes,tiger-unknown,site-no,48651d34-b223-4ab5-9b15-129bd67e5634,1.0,18,,tigapics/7855da70-d920-4240-928f-4ba5e757f862.jpg,4.0
3636,3146,491,15,mosquito-yes,tiger-unknown,site-no,7858a2a9-87ce-4b9c-b8e1-93585fee1c28,,25,,tigapics/7a438830-3526-428d-88ec-038ff7f02ba1.jpg,
3637,3146,491,15,mosquito-yes,tiger-unknown,site-no,7858a2a9-87ce-4b9c-b8e1-93585fee1c28,0.0,31,,tigapics/7a438830-3526-428d-88ec-038ff7f02ba1.jpg,9.0
3638,3146,491,15,mosquito-yes,tiger-unknown,site-no,7858a2a9-87ce-4b9c-b8e1-93585fee1c28,0.0,17,,tigapics/7a438830-3526-428d-88ec-038ff7f02ba1.jpg,9.0
3639,3146,491,15,mosquito-yes,tiger-unknown,site-no,7858a2a9-87ce-4b9c-b8e1-93585fee1c28,0.0,18,,tigapics/7a438830-3526-428d-88ec-038ff7f02ba1.jpg,9.0
3640,3149,494,15,mosquito-yes,tiger-yes,site-no,51fd624a-c8a2-4bc5-94d9-afe8ac74fb3e,,25,,tigapics/d41a7a28-7ce4-4aa0-adb9-bd2903b37238.jpg,
3641,3149,494,15,mosquito-yes,tiger-yes,site-no,51fd624a-c8a2-4bc5-94d9-afe8ac74fb3e,1.0,31,,tigapics/d41a7a28-7ce4-4aa0-adb9-bd2903b37238.jpg,4.0
3642,3149,494,15,mosquito-yes,tiger-yes,site-no,51fd624a-c8a2-4bc5-94d9-afe8ac74fb3e,0.0,17,,tigapics/d41a7a28-7ce4-4aa0-adb9-bd2903b37238.jpg,9.0
3643,3149,494,15,mosquito-yes,tiger-yes,site-no,51fd624a-c8a2-4bc5-94d9-afe8ac74fb3e,1.0,18,,tigapics/d41a7a28-7ce4-4aa0-adb9-bd2903b37238.jpg,4.0
3644,3150,495,15,mosquito-yes,tiger-yes,site-no,905C757A-61AF-42C1-BD86-65E0F7EBEFBD,,25,,tigapics/f626ed7e-9226-408b-98e3-5ada9f50d875.jpg,
